DOMINIALITE	ARRONDISSEMENT	ESPECE	CROISSANCE
Alignement	PARIS 19E ARRDT	Chêne	75
Alignement	PARIS 15E ARRDT	Poirier à fleurs	26,92
Alignement	PARIS 20E ARRDT	Sophora	36,16
Alignement	PARIS 20E ARRDT	Sorbier	125
Alignement	PARIS 13E ARRDT	Chêne	32,5
Alignement	PARIS 13E ARRDT	Noyer	24
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	36,84
Alignement	PARIS 1ER ARRDT	Platane	35
Alignement	PARIS 11E ARRDT	Erable	125
Alignement	PARIS 13E ARRDT	Platane	125
Alignement	PARIS 8E ARRDT	Marronnier	10,33
Alignement	PARIS 20E ARRDT	Platane	30
Alignement	PARIS 8E ARRDT	Marronnier	237,65
Alignement	PARIS 20E ARRDT	Tilleul	35
Alignement	PARIS 16E ARRDT	Marronnier	45,45
Alignement	PARIS 8E ARRDT	Micocoulier	23,7
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	17,64
Alignement	PARIS 17E ARRDT	Micocoulier	80
Alignement	PARIS 9E ARRDT	Chêne	57,27
Alignement	PARIS 12E ARRDT	Tilleul	38,89
Alignement	PARIS 12E ARRDT	Tilleul	26,47
Alignement	PARIS 17E ARRDT	Platane	17,5
Alignement	PARIS 12E ARRDT	Platane	47,62
Alignement	PARIS 20E ARRDT	Orme	66,67
Alignement	PARIS 12E ARRDT	Robinier	6,4
Alignement	PARIS 13E ARRDT	Arbre à caramel	100
Alignement	PARIS 12E ARRDT	Platane	40,48
Alignement	PARIS 11E ARRDT	Sophora	33,33
Alignement	PARIS 14E ARRDT	Sophora	45
Alignement	PARIS 1ER ARRDT	Platane	50
Alignement	PARIS 10E ARRDT	Mûrier	31,33
Alignement	PARIS 10E ARRDT	Mûrier	46,5
Alignement	PARIS 10E ARRDT	Magnolia	24,52
Alignement	PARIS 1ER ARRDT	Platane	50
Alignement	PARIS 19E ARRDT	Tilleul	43,75
Alignement	PARIS 13E ARRDT	Micocoulier	72
Alignement	PARIS 16E ARRDT	Sophora	25,47
Alignement	PARIS 15E ARRDT	Chêne	32,61
Alignement	PARIS 19E ARRDT	Copalme	32,61
Alignement	PARIS 12E ARRDT	Poirier à fleurs	14,13
Alignement	PARIS 16E ARRDT	Platane	12,5
Alignement	PARIS 13E ARRDT	Tilleul	27,1
Alignement	PARIS 5E ARRDT	Ailante	100
Alignement	PARIS 14E ARRDT	Charme-Houblon	30
Alignement	PARIS 19E ARRDT	Platane	9,65
Alignement	PARIS 7E ARRDT	Platane	100
Alignement	PARIS 15E ARRDT	Erable	20
Alignement	PARIS 12E ARRDT	Erable	23,21
Alignement	PARIS 7E ARRDT	Platane	9,13
Alignement	PARIS 8E ARRDT	Platane	36,09
Alignement	PARIS 12E ARRDT	Platane	15,63
Alignement	PARIS 13E ARRDT	Robinier	27,59
Alignement	PARIS 14E ARRDT	Micocoulier	18,75
Alignement	PARIS 13E ARRDT	Marronnier	39,13
Alignement	PARIS 11E ARRDT	Robinier	50
Alignement	PARIS 20E ARRDT	Marronnier	47,06
Alignement	PARIS 16E ARRDT	Platane	90
Alignement	PARIS 12E ARRDT	Tilleul	28,26
Alignement	PARIS 11E ARRDT	Platane	36,11
Alignement	PARIS 16E ARRDT	Tilleul	100
Alignement	PARIS 13E ARRDT	Platane	6,17
Alignement	PARIS 16E ARRDT	Tilleul	17,14
Alignement	PARIS 19E ARRDT	Micocoulier	78,41
Alignement	PARIS 8E ARRDT	Platane	70,96
Alignement	PARIS 14E ARRDT	Erable	21,33
Alignement	PARIS 5E ARRDT	Cedrele	210
Alignement	PARIS 16E ARRDT	Platane	100
Alignement	PARIS 17E ARRDT	Erable	32,9
Alignement	PARIS 13E ARRDT	Sophora	25,86
Alignement	PARIS 5E ARRDT	Savonnier	7,69
Alignement	PARIS 19E ARRDT	Fevier	100
Alignement	PARIS 9E ARRDT	Micocoulier	44
Alignement	PARIS 8E ARRDT	Platane	166,67
Alignement	PARIS 15E ARRDT	Sophora	44,74
Alignement	PARIS 19E ARRDT	Tulipier	9,62
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	30
Alignement	PARIS 13E ARRDT	Marronnier	12,58
Alignement	PARIS 7E ARRDT	Platane	31,76
Alignement	PARIS 13E ARRDT	Poirier à fleurs	45,83
Alignement	PARIS 2E ARRDT	Chêne	60,92
Alignement	PARIS 19E ARRDT	Tilleul	42,86
Alignement	PARIS 8E ARRDT	Marronnier	30
Alignement	PARIS 12E ARRDT	Tilleul	30,43
Alignement	PARIS 11E ARRDT	Platane	15,63
Alignement	PARIS 19E ARRDT	Erable	55,88
Alignement	PARIS 9E ARRDT	Cerisier à fleurs	50
Alignement	PARIS 7E ARRDT	Platane	7
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 17E ARRDT	Marronnier	22,14
Alignement	PARIS 14E ARRDT	Sophora	12,5
Alignement	PARIS 19E ARRDT	Copalme	58,7
Alignement	PARIS 19E ARRDT	Lilas des indes	20
Alignement	PARIS 12E ARRDT	Platane	40,48
Alignement	PARIS 13E ARRDT	Sophora	14,47
Alignement	PARIS 16E ARRDT	Tilleul	29,41
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	28
Alignement	PARIS 13E ARRDT	Tilleul	100
Alignement	PARIS 19E ARRDT	Cerisier à fleurs	35
Alignement	PARIS 16E ARRDT	Micocoulier	72,5
Alignement	PARIS 13E ARRDT	Paulownia	33,68
Alignement	PARIS 12E ARRDT	Poirier à fleurs	22,5
Alignement	PARIS 20E ARRDT	Sophora	60
Alignement	PARIS 16E ARRDT	Marronnier	14,55
Alignement	PARIS 16E ARRDT	Erable	20
Alignement	PARIS 15E ARRDT	Sophora	45,45
Alignement	PARIS 11E ARRDT	Troene	31,58
Alignement	PARIS 11E ARRDT	Platane	50
Alignement	PARIS 11E ARRDT	Sophora	59,48
Alignement	PARIS 11E ARRDT	Pterocarya	23,21
Alignement	PARIS 13E ARRDT	Micocoulier	69
Alignement	PARIS 14E ARRDT	Platane	26,72
Alignement	PARIS 14E ARRDT	Sophora	2,11
Alignement	PARIS 14E ARRDT	Platane	79,13
Alignement	PARIS 17E ARRDT	Platane	25
Alignement	PARIS 7E ARRDT	Orme	93,33
Alignement	PARIS 10E ARRDT	Charme-Houblon	32,63
Alignement	PARIS 18E ARRDT	Marronnier	27,99
Alignement	PARIS 13E ARRDT	Aubépine	20,77
Alignement	PARIS 16E ARRDT	Platane	17,24
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	20
Alignement	PARIS 14E ARRDT	Sophora	17,86
Alignement	PARIS 19E ARRDT	Platane	25,86
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	36,36
Alignement	PARIS 15E ARRDT	Micocoulier	90
Alignement	PARIS 14E ARRDT	Sophora	100
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	35,42
Alignement	PARIS 11E ARRDT	Platane	44,44
Alignement	PARIS 13E ARRDT	Frêne	20
Alignement	PARIS 15E ARRDT	Tilleul	30,77
Alignement	PARIS 8E ARRDT	Platane	37,44
Alignement	PARIS 18E ARRDT	Erable	31,03
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 4E ARRDT	Pterocarya	33,14
Alignement	PARIS 11E ARRDT	Charme	29,17
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	25
Alignement	PARIS 11E ARRDT	Platane	100
Alignement	PARIS 8E ARRDT	Sophora	100
Alignement	PARIS 14E ARRDT	Troene	12,5
Alignement	PARIS 15E ARRDT	Poirier à fleurs	8,57
Alignement	PARIS 13E ARRDT	Poirier à fleurs	40
Alignement	PARIS 10E ARRDT	Orme	9,45
Alignement	PARIS 15E ARRDT	Aulne	18
Alignement	PARIS 16E ARRDT	Aulne	31,25
Alignement	PARIS 15E ARRDT	Frêne	10,34
Alignement	PARIS 17E ARRDT	Tilleul	20,17
Alignement	PARIS 7E ARRDT	Platane	50
Alignement	PARIS 13E ARRDT	Paulownia	325
Alignement	PARIS 15E ARRDT	Marronnier	30
Alignement	PARIS 13E ARRDT	Fevier	41,67
Alignement	PARIS 5E ARRDT	Ailante	53,33
Alignement	PARIS 5E ARRDT	Cedrele	26,67
Alignement	PARIS 13E ARRDT	Noyer	28,33
Alignement	PARIS 19E ARRDT	Erable	10,29
Alignement	PARIS 17E ARRDT	Charme-Houblon	100
Alignement	PARIS 13E ARRDT	Frêne	13,24
Alignement	PARIS 15E ARRDT	Alisier	52,5
Alignement	PARIS 15E ARRDT	Platane	36,84
Alignement	PARIS 13E ARRDT	Tilleul	6,67
Alignement	PARIS 16E ARRDT	Sophora	62,5
Alignement	PARIS 15E ARRDT	Mûrier	61,9
Alignement	PARIS 14E ARRDT	Prunier à fleurs	18,75
Alignement	PARIS 19E ARRDT	Sophora	100
Alignement	PARIS 20E ARRDT	Robinier	100
Alignement	PARIS 2E ARRDT	Troene	45,71
Alignement	PARIS 11E ARRDT	Charme	29,17
Alignement	PARIS 20E ARRDT	Erable	20
Alignement	PARIS 19E ARRDT	Sophora	35
Alignement	PARIS 16E ARRDT	Ailante	29,63
Alignement	PARIS 18E ARRDT	Fevier	13,46
Alignement	PARIS 13E ARRDT	Peuplier	62,5
Alignement	PARIS 17E ARRDT	Charme	100
Alignement	PARIS 20E ARRDT	Sophora	38,89
Alignement	PARIS 14E ARRDT	Erable	33,33
Alignement	PARIS 13E ARRDT	Tilleul	25
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 8E ARRDT	Erable	21,72
Alignement	PARIS 17E ARRDT	Peuplier	124,58
Alignement	PARIS 13E ARRDT	Micocoulier	100
Alignement	PARIS 16E ARRDT	Cedrele	20
Alignement	PARIS 12E ARRDT	Chêne	20,83
Alignement	PARIS 20E ARRDT	Sophora	16
Alignement	PARIS 11E ARRDT	Poirier à fleurs	18,75
Alignement	PARIS 4E ARRDT	Robinier	50
Alignement	PARIS 15E ARRDT	Erable	47,27
Alignement	BOIS DE BOULOGNE	Charme-Houblon	85
Alignement	PARIS 13E ARRDT	Aulne	4,31
Alignement	PARIS 10E ARRDT	Sophora	100
Alignement	PARIS 20E ARRDT	Sophora	9,62
Alignement	PARIS 13E ARRDT	Tulipier	29,55
Alignement	PARIS 15E ARRDT	Platane	47,06
Alignement	PARIS 6E ARRDT	Tilleul	45
Alignement	PARIS 19E ARRDT	Poirier à fruits	30
Alignement	BOIS DE BOULOGNE	Erable	100
Alignement	PARIS 12E ARRDT	Platane	25
Alignement	PARIS 10E ARRDT	Platane	26,4
Alignement	PARIS 15E ARRDT	Tilleul	20
Alignement	PARIS 17E ARRDT	Platane	4,65
Alignement	PARIS 12E ARRDT	Tilleul	87,5
Alignement	PARIS 20E ARRDT	Chicot du Canada	51,72
Alignement	PARIS 18E ARRDT	Marronnier	16,15
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	14,66
Alignement	PARIS 13E ARRDT	Plaqueminier	20
Alignement	PARIS 1ER ARRDT	Lilas des indes	9,62
Alignement	PARIS 15E ARRDT	Cerisier à fleurs	26,67
Alignement	PARIS 15E ARRDT	Cerisier à fleurs	18,89
Alignement	PARIS 16E ARRDT	Sophora	32,73
Alignement	PARIS 12E ARRDT	Platane	10
Alignement	PARIS 3E ARRDT	Micocoulier	41,4
Alignement	PARIS 17E ARRDT	Aubépine	4,08
Alignement	PARIS 10E ARRDT	Mûrier	19,59
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	24,14
Alignement	PARIS 13E ARRDT	Platane	15
Alignement	PARIS 19E ARRDT	Fevier	35
Alignement	PARIS 14E ARRDT	Sophora	50
Alignement	PARIS 19E ARRDT	Platane	50
Alignement	PARIS 14E ARRDT	Erable	28,33
Alignement	PARIS 12E ARRDT	Sophora	50
Alignement	PARIS 12E ARRDT	Marronnier	25
Alignement	PARIS 1ER ARRDT	Peuplier	46,55
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	16,88
Alignement	PARIS 12E ARRDT	Tilleul	16,67
Alignement	PARIS 17E ARRDT	Micocoulier	42,96
Alignement	PARIS 16E ARRDT	Cerisier à fleurs	34,07
Alignement	PARIS 13E ARRDT	Sophora	38,1
Alignement	PARIS 13E ARRDT	Sophora	34,21
Alignement	PARIS 8E ARRDT	Marronnier	100
Alignement	BOIS DE BOULOGNE	Erable	25
Alignement	PARIS 7E ARRDT	Marronnier	10,5
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	12,93
Alignement	PARIS 15E ARRDT	Tilleul	21,43
Alignement	PARIS 13E ARRDT	Frêne	27,5
Alignement	BOIS DE BOULOGNE	Erable	11,43
Alignement	PARIS 12E ARRDT	Tilleul	38,64
Alignement	PARIS 19E ARRDT	Platane	59,21
Alignement	PARIS 11E ARRDT	Micocoulier	50
Alignement	PARIS 20E ARRDT	Prunier à fleurs	20,69
Alignement	PARIS 7E ARRDT	Tilleul	90
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	100
Alignement	PARIS 13E ARRDT	Charme-Houblon	20,77
Alignement	PARIS 15E ARRDT	Cerisier à grappes	22,5
Alignement	PARIS 20E ARRDT	Tilleul	25,5
Alignement	PARIS 15E ARRDT	Tilleul	17,14
Alignement	PARIS 20E ARRDT	Marronnier	30
Alignement	PARIS 11E ARRDT	Cedrele	40,48
Alignement	BOIS DE BOULOGNE	Tilleul	21,87
Alignement	PARIS 16E ARRDT	Marronnier	12,5
Alignement	PARIS 13E ARRDT	Micocoulier	48
Alignement	PARIS 18E ARRDT	Robinier	31,25
Alignement	PARIS 12E ARRDT	Houx	10,42
Alignement	PARIS 4E ARRDT	Tilleul	33,62
Alignement	PARIS 9E ARRDT	Platane	100
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 16E ARRDT	Marronnier	28,15
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	26,09
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	18,87
Alignement	PARIS 3E ARRDT	Lilas des indes	12,08
Alignement	PARIS 15E ARRDT	Sophora	11,67
Alignement	PARIS 10E ARRDT	Platane	34,48
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	21,23
Alignement	PARIS 18E ARRDT	Mûrier	50
Alignement	PARIS 11E ARRDT	Platane	45,65
Alignement	PARIS 17E ARRDT	Noisetier de Byzance	41,54
Alignement	PARIS 8E ARRDT	Marronnier	144
Alignement	PARIS 20E ARRDT	Tilleul	14,44
Alignement	PARIS 20E ARRDT	Amélanchier	12
Alignement	PARIS 19E ARRDT	Micocoulier	85,71
Alignement	PARIS 16E ARRDT	Pommier à fleurs	25
Alignement	PARIS 10E ARRDT	Orme	42,55
Alignement	PARIS 19E ARRDT	Tilleul	34,78
Alignement	PARIS 10E ARRDT	Mûrier	31,03
Alignement	PARIS 4E ARRDT	Platane	100
Alignement	PARIS 8E ARRDT	Marronnier	55,45
Alignement	PARIS 16E ARRDT	Noisetier de Byzance	30,36
Alignement	PARIS 9E ARRDT	Sophora	50
Alignement	PARIS 13E ARRDT	Platane	39,47
Alignement	PARIS 7E ARRDT	Platane	22
Alignement	PARIS 8E ARRDT	Platane	140,87
Alignement	PARIS 18E ARRDT	Platane	91,3
Alignement	PARIS 13E ARRDT	Platane	25
Alignement	PARIS 7E ARRDT	Platane	35
Alignement	PARIS 1ER ARRDT	Micocoulier	25
Alignement	PARIS 11E ARRDT	Tilleul	30,36
Alignement	PARIS 7E ARRDT	Tilleul	32,14
Alignement	PARIS 12E ARRDT	Platane	309,38
Alignement	PARIS 13E ARRDT	Paulownia	60,48
Alignement	PARIS 17E ARRDT	Marronnier	332,5
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 4E ARRDT	Orme	64
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 10E ARRDT	Sophora	31,48
Alignement	PARIS 13E ARRDT	Lilas des indes	50
Alignement	PARIS 9E ARRDT	Photinia	7,5
Alignement	PARIS 17E ARRDT	Platane	1,74
Alignement	PARIS 17E ARRDT	Platane	27,27
Alignement	PARIS 3E ARRDT	Marronnier	50
Alignement	PARIS 17E ARRDT	Cerisier à fleurs	32,73
Alignement	PARIS 12E ARRDT	Platane	150
Alignement	PARIS 5E ARRDT	Cedrele	45
Alignement	PARIS 13E ARRDT	Sophora	15,79
Alignement	PARIS 3E ARRDT	Chêne	35
Alignement	PARIS 19E ARRDT	Palmier	26,92
Alignement	PARIS 16E ARRDT	Marronnier	18,95
Alignement	PARIS 15E ARRDT	Arbre de Judée	25
Alignement	BOIS DE BOULOGNE	Tilleul	26,67
Alignement	PARIS 10E ARRDT	Orme	79,08
Alignement	PARIS 13E ARRDT	Marronnier	36,54
Alignement	PARIS 12E ARRDT	Platane	35,71
Alignement	PARIS 18E ARRDT	Charme	8,5
Alignement	PARIS 12E ARRDT	Platane	35
Alignement	PARIS 20E ARRDT	Platane	15
Alignement	PARIS 18E ARRDT	Micocoulier	32,14
Alignement	BOIS DE BOULOGNE	Platane	105
Alignement	BOIS DE BOULOGNE	Merisier	13,33
Alignement	PARIS 14E ARRDT	Cedrele	30
Alignement	PARIS 18E ARRDT	Cornouiller	12,5
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	22
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	25
Alignement	PARIS 13E ARRDT	Paulownia	60
Alignement	PARIS 18E ARRDT	Platane	54,55
Alignement	PARIS 16E ARRDT	Marronnier	15
Alignement	PARIS 12E ARRDT	Marronnier	7,35
Alignement	PARIS 12E ARRDT	Tilleul	19,12
Alignement	BOIS DE VINCENNES	Marronnier	100
Alignement	PARIS 12E ARRDT	Erable	62,5
Alignement	PARIS 11E ARRDT	Troene	18,75
Alignement	PARIS 15E ARRDT	Copalme	15,71
Alignement	PARIS 14E ARRDT	Cerisier à fleurs	19,12
Alignement	PARIS 19E ARRDT	Chêne	29,17
Alignement	PARIS 17E ARRDT	Sophora	30,36
Alignement	PARIS 14E ARRDT	Sophora	5,68
Alignement	PARIS 20E ARRDT	Sophora	60
Alignement	PARIS 15E ARRDT	Tilleul	180
Alignement	PARIS 20E ARRDT	Chêne	24,83
Alignement	PARIS 16E ARRDT	Erable	33,33
Alignement	PARIS 15E ARRDT	Sophora	75
Alignement	PARIS 18E ARRDT	Sophora	736,67
Alignement	PARIS 16E ARRDT	Platane	19,77
Alignement	PARIS 18E ARRDT	Troëne	28
Alignement	PARIS 14E ARRDT	Chêne	24,55
Alignement	PARIS 20E ARRDT	Platane	26,67
Alignement	PARIS 7E ARRDT	Cedrele	24,35
Alignement	PARIS 13E ARRDT	Sophora	51,72
Alignement	PARIS 1ER ARRDT	Peuplier	61,76
Alignement	PARIS 14E ARRDT	Marronnier	35,79
Alignement	PARIS 10E ARRDT	Orme	63,64
Alignement	PARIS 15E ARRDT	Noyer	35,71
Alignement	PARIS 12E ARRDT	Sophora	31,5
Alignement	PARIS 13E ARRDT	Marronnier	29,03
Alignement	PARIS 8E ARRDT	Platane	46,8
Alignement	PARIS 17E ARRDT	Platane	12,2
Alignement	PARIS 8E ARRDT	Platane	48,52
Alignement	PARIS 12E ARRDT	Platane	100
Alignement	PARIS 16E ARRDT	Marronnier	100
Alignement	PARIS 19E ARRDT	Peuplier	100
Alignement	PARIS 20E ARRDT	Hêtre	100
Alignement	PARIS 16E ARRDT	Erable	14,81
Alignement	PARIS 14E ARRDT	Platane	67,65
Alignement	PARIS 17E ARRDT	Platane	25
Alignement	PARIS 12E ARRDT	Sophora	100
Alignement	PARIS 10E ARRDT	Orme	23,55
Alignement	PARIS 7E ARRDT	Tilleul	90
Alignement	PARIS 19E ARRDT	Platane	35
Alignement	PARIS 16E ARRDT	Marronnier	46,67
Alignement	PARIS 14E ARRDT	Sophora	16,32
Alignement	PARIS 20E ARRDT	Pommier à fleurs	76
Alignement	PARIS 15E ARRDT	Tilleul	33,33
Alignement	PARIS 13E ARRDT	Erable	36,36
Alignement	PARIS 11E ARRDT	Erable	18,57
Alignement	PARIS 16E ARRDT	Platane	31,5
Alignement	PARIS 17E ARRDT	Platane	100
Alignement	PARIS 1ER ARRDT	Charme	100
Alignement	PARIS 15E ARRDT	Noisetier de Byzance	15,52
Alignement	PARIS 14E ARRDT	Platane	62,5
Alignement	PARIS 20E ARRDT	Tilleul	33,14
Alignement	PARIS 18E ARRDT	Tilleul	20,74
Alignement	PARIS 12E ARRDT	Platane	150
Alignement	PARIS 18E ARRDT	Sophora	61,33
Alignement	BOIS DE BOULOGNE	Pommier à fleurs	29,33
Alignement	PARIS 18E ARRDT	Poirier à fleurs	18,75
Alignement	PARIS 13E ARRDT	Frêne	41,67
Alignement	BOIS DE BOULOGNE	Noisetier de Byzance	29,09
Alignement	PARIS 3E ARRDT	Platane	25
Alignement	PARIS 19E ARRDT	Chêne	45,83
Alignement	PARIS 8E ARRDT	Frêne	16,15
Alignement	PARIS 4E ARRDT	Platane	35,42
Alignement	PARIS 7E ARRDT	Marronnier	57,14
Alignement	PARIS 15E ARRDT	Marronnier	28
Alignement	PARIS 14E ARRDT	Sophora	41,67
Alignement	PARIS 13E ARRDT	Noisetier de Byzance	26,67
Alignement	PARIS 13E ARRDT	Sophora	27,5
Alignement	PARIS 17E ARRDT	Paulownia	25
Alignement	PARIS 12E ARRDT	Platane	30
Alignement	PARIS 17E ARRDT	Platane	20
Alignement	PARIS 14E ARRDT	Platane	20
Alignement	PARIS 7E ARRDT	Platane	13,75
Alignement	PARIS 12E ARRDT	Marronnier	20,83
Alignement	PARIS 13E ARRDT	Sophora	5
Alignement	PARIS 20E ARRDT	Hêtre	32,14
Alignement	PARIS 13E ARRDT	Tulipier	50
Alignement	PARIS 17E ARRDT	Paulownia	50
Alignement	PARIS 16E ARRDT	Marronnier	22,27
Alignement	PARIS 9E ARRDT	Micocoulier	36,71
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	22,73
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	21,43
Alignement	BOIS DE BOULOGNE	Platane	33,33
Alignement	PARIS 15E ARRDT	Poirier à fleurs	26,67
Alignement	PARIS 20E ARRDT	Pommier à fleurs	75
Alignement	PARIS 10E ARRDT	Noisetier de Byzance	29,86
Alignement	PARIS 12E ARRDT	Platane	50
Alignement	PARIS 16E ARRDT	Sophora	100
Alignement	PARIS 9E ARRDT	Micocoulier	45
Alignement	PARIS 13E ARRDT	Paulownia	11
Alignement	PARIS 18E ARRDT	Platane	48
Alignement	PARIS 15E ARRDT	Micocoulier	100
Alignement	PARIS 15E ARRDT	Cerisier à fleurs	50
Alignement	PARIS 15E ARRDT	Marronnier	37,5
Alignement	PARIS 20E ARRDT	Sorbier	150
Alignement	PARIS 14E ARRDT	Platane	125
Alignement	PARIS 14E ARRDT	Chêne	24,29
Alignement	PARIS 13E ARRDT	Sophora	15,79
Alignement	PARIS 18E ARRDT	Platane	51,41
Alignement	PARIS 17E ARRDT	Platane	100
Alignement	PARIS 16E ARRDT	Tilleul	22,73
Alignement	PARIS 8E ARRDT	Platane	35,04
Alignement	PARIS 8E ARRDT	Marronnier	92,95
Alignement	BOIS DE BOULOGNE	Erable	32,14
Alignement	PARIS 19E ARRDT	Erable	32,76
Alignement	PARIS 4E ARRDT	Tilleul	31,03
Alignement	PARIS 8E ARRDT	Marronnier	37,5
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	66,96
Alignement	PARIS 13E ARRDT	Pommier à fleurs	21,67
Alignement	PARIS 20E ARRDT	Charme	8,57
Alignement	PARIS 15E ARRDT	Marronnier	34,67
Alignement	PARIS 13E ARRDT	Ailante	26,67
Alignement	PARIS 13E ARRDT	Platane	109,09
Alignement	PARIS 19E ARRDT	Charme	50
Alignement	PARIS 19E ARRDT	Erable	22,41
Alignement	PARIS 15E ARRDT	Marronnier	50
Alignement	PARIS 8E ARRDT	Marronnier	33,91
Alignement	PARIS 20E ARRDT	Platane	592
Alignement	PARIS 20E ARRDT	Tilleul	34,62
Alignement	PARIS 16E ARRDT	Tilleul	20
Alignement	PARIS 12E ARRDT	Platane	100
Alignement	PARIS 7E ARRDT	Platane	24
Alignement	PARIS 13E ARRDT	Charme	23,53
Alignement	PARIS 14E ARRDT	Platane	31,9
Alignement	PARIS 9E ARRDT	Platane	80
Alignement	PARIS 19E ARRDT	Platane	63,16
Alignement	PARIS 20E ARRDT	Tilleul	34,29
Alignement	PARIS 4E ARRDT	Micocoulier	40,48
Alignement	PARIS 16E ARRDT	Marronnier	39,31
Alignement	PARIS 18E ARRDT	Platane	24,14
Alignement	PARIS 13E ARRDT	Charme	10,67
Alignement	BOIS DE BOULOGNE	Tilleul	27
Alignement	PARIS 16E ARRDT	Platane	29,12
Alignement	PARIS 12E ARRDT	Micocoulier	42,86
Alignement	PARIS 12E ARRDT	Marronnier	21,43
Alignement	PARIS 11E ARRDT	Platane	50
Alignement	PARIS 13E ARRDT	Magnolia	15,79
Alignement	PARIS 13E ARRDT	Cerisier à fleurs	115,91
Alignement	PARIS 13E ARRDT	Marronnier	34,62
Alignement	PARIS 19E ARRDT	Platane	100
Alignement	PARIS 19E ARRDT	Tilleul	41,38
Alignement	PARIS 15E ARRDT	Poirier à fleurs	30
Alignement	PARIS 12E ARRDT	Platane	33,33
Alignement	PARIS 11E ARRDT	Frêne	17,65
Alignement	PARIS 8E ARRDT	Platane	21
Alignement	PARIS 13E ARRDT	Erable	20
Alignement	PARIS 11E ARRDT	Aulne	19,44
Alignement	PARIS 13E ARRDT	Marronnier	22
Alignement	PARIS 18E ARRDT	Fevier	30
Alignement	PARIS 12E ARRDT	Platane	13,16
Alignement	PARIS 13E ARRDT	Micocoulier	47,22
Alignement	PARIS 20E ARRDT	Charme	18,57
Alignement	PARIS 4E ARRDT	Marronnier	28,24
Alignement	PARIS 13E ARRDT	Micocoulier	72
Alignement	PARIS 16E ARRDT	Platane	25
Alignement	PARIS 14E ARRDT	Sophora	29,17
Alignement	PARIS 16E ARRDT	Tilleul	61,36
Alignement	PARIS 9E ARRDT	Charme	10,67
Alignement	PARIS 12E ARRDT	Noisetier de Byzance	16,67
Alignement	PARIS 11E ARRDT	Platane	20,83
Alignement	PARIS 10E ARRDT	Orme	41,25
Alignement	PARIS 12E ARRDT	Tilleul	35,71
Alignement	PARIS 18E ARRDT	Robinier	60
Alignement	PARIS 13E ARRDT	Tilleul	29,03
Alignement	PARIS 16E ARRDT	Platane	62,5
Alignement	PARIS 12E ARRDT	Tilleul	22
Alignement	PARIS 4E ARRDT	Marronnier	16,67
Alignement	PARIS 19E ARRDT	Tulipier	7,69
Alignement	PARIS 18E ARRDT	Platane	37,93
Alignement	PARIS 12E ARRDT	Tilleul	35,29
Alignement	PARIS 12E ARRDT	Pommier à fruits	825
Alignement	PARIS 15E ARRDT	Micocoulier	90
Alignement	BOIS DE BOULOGNE	Platane	7,69
Alignement	PARIS 18E ARRDT	Cerisier à fleurs	62,5
Alignement	PARIS 13E ARRDT	Chêne	100
Alignement	PARIS 19E ARRDT	Micocoulier	41,67
Alignement	PARIS 20E ARRDT	Tilleul	50,87
Alignement	PARIS 19E ARRDT	Noisetier de Byzance	39,47
Alignement	PARIS 17E ARRDT	Aubépine	3,67
Alignement	PARIS 11E ARRDT	Chicot du Canada	36,21
Alignement	PARIS 18E ARRDT	Poirier à fleurs	22,86
Alignement	PARIS 12E ARRDT	Micocoulier	46,43
Alignement	PARIS 13E ARRDT	Arbre aux quarante écus	25
Alignement	PARIS 14E ARRDT	Platane	15,86
Alignement	PARIS 19E ARRDT	Sophora	77,78
Alignement	PARIS 8E ARRDT	Marronnier	25
Alignement	PARIS 20E ARRDT	Micocoulier	46
Alignement	PARIS 12E ARRDT	Marronnier	44,59
Alignement	PARIS 18E ARRDT	Marronnier	6,48
Alignement	PARIS 18E ARRDT	Noisetier de Byzance	20
